arg_line_id,arg_instance_id,arg_ref_id,arg_ref_name,argument_text,email_id,created_at,speaker_name,speaker_email,speaker_role,topic_id,topic_side,reasoning_name,sophism_name,sophism_category,fact_ref_id,fact_veracity_pct,relevance,reasoning_credibility,impact_score,impact_direction,hidden_topic_hint,hidden_topic_confidence,strength,needs_review,notes
ARG-L-0000099,ARGI-7356eab6f5,ARREF-e372ac9b3c,(argument),,2024:29,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000100,ARGI-7356eab6f5,ARREF-e372ac9b3c,(argument),,2024:29,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000101,ARGI-7356eab6f5,ARREF-e372ac9b3c,(argument),,2024:29,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000102,ARGI-ae0a874b8d,ARREF-e372ac9b3c,(argument),,2024:30,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000103,ARGI-ae0a874b8d,ARREF-e372ac9b3c,(argument),,2024:30,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000104,ARGI-ae0a874b8d,ARREF-e372ac9b3c,(argument),,2024:30,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000105,ARGI-ae0a874b8d,ARREF-e372ac9b3c,(argument),,2024:30,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000106,ARGI-ae0a874b8d,ARREF-e372ac9b3c,(argument),,2024:30,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000107,ARGI-ae0a874b8d,ARREF-e372ac9b3c,(argument),,2024:30,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000108,ARGI-ae0a874b8d,ARREF-e372ac9b3c,(argument),,2024:30,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000109,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000110,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000111,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000112,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000113,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000114,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000115,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000116,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000117,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000118,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000119,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000120,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000121,ARGI-db96875bd7,ARREF-e372ac9b3c,(argument),,2024:32,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000122,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000123,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000124,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000125,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000126,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000127,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000128,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000129,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000130,ARGI-fd884b189b,ARREF-e372ac9b3c,(argument),,2024:33,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000131,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000132,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000133,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000134,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000135,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000136,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000137,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000138,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000139,ARGI-957d6a9221,ARREF-e372ac9b3c,(argument),,2024:34,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000140,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000141,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000142,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000143,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000144,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000145,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000146,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000147,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000148,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000149,ARGI-19d4b4b31f,ARREF-e372ac9b3c,(argument),,2024:35,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000150,ARGI-0049f6e9ec,ARREF-e372ac9b3c,(argument),,2024:36,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000151,ARGI-0049f6e9ec,ARREF-e372ac9b3c,(argument),,2024:36,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000152,ARGI-0049f6e9ec,ARREF-e372ac9b3c,(argument),,2024:36,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000153,ARGI-0049f6e9ec,ARREF-e372ac9b3c,(argument),,2024:36,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000154,ARGI-0049f6e9ec,ARREF-e372ac9b3c,(argument),,2024:36,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000155,ARGI-0049f6e9ec,ARREF-e372ac9b3c,(argument),,2024:36,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000156,ARGI-60500039a1,ARREF-e372ac9b3c,(argument),,2024:37,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000157,ARGI-60500039a1,ARREF-e372ac9b3c,(argument),,2024:37,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000158,ARGI-60500039a1,ARREF-e372ac9b3c,(argument),,2024:37,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000159,ARGI-60a021a429,ARREF-e372ac9b3c,(argument),,2024:38,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000160,ARGI-60a021a429,ARREF-e372ac9b3c,(argument),,2024:38,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000161,ARGI-60a021a429,ARREF-e372ac9b3c,(argument),,2024:38,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000162,ARGI-60a021a429,ARREF-e372ac9b3c,(argument),,2024:38,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000163,ARGI-60a021a429,ARREF-e372ac9b3c,(argument),,2024:38,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000164,ARGI-47de22069c,ARREF-e372ac9b3c,(argument),,2024:39,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000165,ARGI-47de22069c,ARREF-e372ac9b3c,(argument),,2024:39,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000166,ARGI-47de22069c,ARREF-e372ac9b3c,(argument),,2024:39,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000167,ARGI-47de22069c,ARREF-e372ac9b3c,(argument),,2024:39,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000168,ARGI-47de22069c,ARREF-e372ac9b3c,(argument),,2024:39,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000169,ARGI-47de22069c,ARREF-e372ac9b3c,(argument),,2024:39,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000170,ARGI-47de22069c,ARREF-e372ac9b3c,(argument),,2024:39,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000171,ARGI-bbfec962ec,ARREF-e372ac9b3c,(argument),,2024:40,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000172,ARGI-bbfec962ec,ARREF-e372ac9b3c,(argument),,2024:40,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000173,ARGI-bbfec962ec,ARREF-e372ac9b3c,(argument),,2024:40,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000174,ARGI-bbfec962ec,ARREF-e372ac9b3c,(argument),,2024:40,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000175,ARGI-bbfec962ec,ARREF-e372ac9b3c,(argument),,2024:40,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000176,ARGI-bbfec962ec,ARREF-e372ac9b3c,(argument),,2024:40,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000177,ARGI-bbfec962ec,ARREF-e372ac9b3c,(argument),,2024:40,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000178,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000179,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000180,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000181,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000182,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000183,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000184,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000185,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000186,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000187,ARGI-1f7de9f600,ARREF-e372ac9b3c,(argument),,2024:41,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000188,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000189,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000190,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000191,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000192,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000193,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000194,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000195,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000196,ARGI-a55a7158bc,ARREF-e372ac9b3c,(argument),,2024:42,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000197,ARGI-ebff546564,ARREF-e372ac9b3c,(argument),,2024:43,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
